Accession	Gene name	GO ID (C)	GO name (C)	Entry name
P55157	MTTP	GO:0005788	endoplasmic reticulum lumen	MTP_HUMAN
P55157	MTTP	GO:0031526	brush border membrane	MTP_HUMAN
P55157	MTTP	GO:0016323	basolateral plasma membrane	MTP_HUMAN
P55157	MTTP	GO:0005791	rough endoplasmic reticulum	MTP_HUMAN
P55157	MTTP	GO:0031528	microvillus membrane	MTP_HUMAN
Q8NGG6	OR8B12	GO:0016021	integral to membrane	OR8BC_HUMAN
Q8NGG6	OR8B12	GO:0005886	plasma membrane	OR8BC_HUMAN
Q8NGD5	OR4K14	GO:0005886	plasma membrane	OR4KE_HUMAN
Q8NGD5	OR4K14	GO:0016021	integral to membrane	OR4KE_HUMAN
Q9UM63	PLAGL1	GO:0005634	nucleus	PLAL1_HUMAN
Q96QZ0	PANX3	GO:0005886	plasma membrane	PANX3_HUMAN
Q96QZ0	PANX3	GO:0005921	gap junction	PANX3_HUMAN
Q96QZ0	PANX3	GO:0016021	integral to membrane	PANX3_HUMAN
P01127	PDGFB	GO:0000139	Golgi membrane	PDGFB_HUMAN
P01127	PDGFB	GO:0005788	endoplasmic reticulum lumen	PDGFB_HUMAN
P01127	PDGFB	GO:0005615	extracellular space	PDGFB_HUMAN
P01127	PDGFB	GO:0009986	cell surface	PDGFB_HUMAN
P01127	PDGFB	GO:0031093	platelet alpha granule lumen	PDGFB_HUMAN
P01127	PDGFB	GO:0016323	basolateral plasma membrane	PDGFB_HUMAN
P46059	SLC15A1	GO:0005887	integral to plasma membrane	S15A1_HUMAN
Q9UJD0	RIMS3	GO:0045202	synapse	RIMS3_HUMAN
Q9UJD0	RIMS3	GO:0030054	cell junction	RIMS3_HUMAN
O15211	RGL2	GO:0005622	intracellular	RGL2_HUMAN
P60153	RNASE9	GO:0005576	extracellular region	RNAS9_HUMAN
P61568		GO:0019031	viral envelope	ENK13_HUMAN
P61583	ERVK-5	GO:0005634	nucleus	NP8_HUMAN
Q6UWM5	GLIPR1L1	GO:0097224	sperm connecting piece	GPRL1_HUMAN
Q6UWM5	GLIPR1L1	GO:0005576	extracellular region	GPRL1_HUMAN
Q6UWM5	GLIPR1L1	GO:0001669	acrosomal vesicle	GPRL1_HUMAN
Q8NFZ8	CADM4	GO:0016021	integral to membrane	CADM4_HUMAN
Q96PU5	NEDD4L	GO:0005654	nucleoplasm	NED4L_HUMAN
Q96PU5	NEDD4L	GO:0005829	cytosol	NED4L_HUMAN
Q8IUD2	ERC1	GO:0000139	Golgi membrane	RB6I2_HUMAN
Q8IUD2	ERC1	GO:0042734	presynaptic membrane	RB6I2_HUMAN
Q8IUD2	ERC1	GO:0008385	IkappaB kinase complex	RB6I2_HUMAN
Q8WWL2	SPIRE2	GO:0005938	cell cortex	SPIR2_HUMAN
Q8WWL2	SPIRE2	GO:0032154	cleavage furrow	SPIR2_HUMAN
Q8WWL2	SPIRE2	GO:0030659	cytoplasmic vesicle membrane	SPIR2_HUMAN
Q8WWL2	SPIRE2	GO:0048471	perinuclear region of cytoplasm	SPIR2_HUMAN
Q8WWL2	SPIRE2	GO:0005856	cytoskeleton	SPIR2_HUMAN
Q8WWL2	SPIRE2	GO:0005886	plasma membrane	SPIR2_HUMAN
Q8WWL2	SPIRE2	GO:0005829	cytosol	SPIR2_HUMAN
Q6PCD5	RFWD3	GO:0005737	cytoplasm	RFWD3_HUMAN
Q6PCD5	RFWD3	GO:0005634	nucleus	RFWD3_HUMAN
Q6PCD5	RFWD3	GO:0016605	PML body	RFWD3_HUMAN
Q6P587	FAHD1	GO:0005829	cytosol	FAHD1_HUMAN
Q6P587	FAHD1	GO:0005743	mitochondrial inner membrane	FAHD1_HUMAN
Q6P587	FAHD1	GO:0005739	mitochondrion	FAHD1_HUMAN
Q6NSZ9	ZSCAN25	GO:0005634	nucleus	ZSC25_HUMAN
Q96BI1	SLC22A18	GO:0005635	nuclear envelope	S22AI_HUMAN
Q96BI1	SLC22A18	GO:0005737	cytoplasm	S22AI_HUMAN
Q96BI1	SLC22A18	GO:0016021	integral to membrane	S22AI_HUMAN
Q96BI1	SLC22A18	GO:0016324	apical plasma membrane	S22AI_HUMAN
P02730	SLC4A1	GO:0030018	Z disc	B3AT_HUMAN
P02730	SLC4A1	GO:0016323	basolateral plasma membrane	B3AT_HUMAN
P02730	SLC4A1	GO:0005887	integral to plasma membrane	B3AT_HUMAN
P02730	SLC4A1	GO:0030863	cortical cytoskeleton	B3AT_HUMAN
O15085	ARHGEF11	GO:0005829	cytosol	ARHGB_HUMAN
O15085	ARHGEF11	GO:0016020	membrane	ARHGB_HUMAN
Q16795	NDUFA9	GO:0005759	mitochondrial matrix	NDUA9_HUMAN
Q16795	NDUFA9	GO:0005747	mitochondrial respiratory chain complex I	NDUA9_HUMAN
Q8NGS9	OR13C2	GO:0016021	integral to membrane	O13C2_HUMAN
Q8NGS9	OR13C2	GO:0005886	plasma membrane	O13C2_HUMAN
Q92771	DDX12P	GO:0005634	nucleus	DDX12_HUMAN
Q96MT3	PRICKLE1	GO:0031965	nuclear membrane	PRIC1_HUMAN
Q96MT3	PRICKLE1	GO:0005829	cytosol	PRIC1_HUMAN
Q8N264	ARHGAP24	GO:0005886	plasma membrane	RHG24_HUMAN
Q8N264	ARHGAP24	GO:0005925	focal adhesion	RHG24_HUMAN
Q8N264	ARHGAP24	GO:0005829	cytosol	RHG24_HUMAN
Q8N264	ARHGAP24	GO:0005856	cytoskeleton	RHG24_HUMAN
Q8N264	ARHGAP24	GO:0042995	cell projection	RHG24_HUMAN
Q96S94	CCNL2	GO:0016607	nuclear speck	CCNL2_HUMAN
Q96S94	CCNL2	GO:0005634	nucleus	CCNL2_HUMAN
Q5VWW1	C1QL3	GO:0005581	collagen	C1QL3_HUMAN
Q9Y639	NPTN	GO:0016021	integral to membrane	NPTN_HUMAN
Q9Y639	NPTN	GO:0042734	presynaptic membrane	NPTN_HUMAN
Q9BTT6	LRRC1	GO:0005737	cytoplasm	LRRC1_HUMAN
Q9BTT6	LRRC1	GO:0016020	membrane	LRRC1_HUMAN
Q8WXI9	GATAD2B	GO:0005634	nucleus	P66B_HUMAN
Q8WXI9	GATAD2B	GO:0016607	nuclear speck	P66B_HUMAN
Q7L2H7	EIF3M	GO:0016282	eukaryotic 43S preinitiation complex	EIF3M_HUMAN
Q7L2H7	EIF3M	GO:0033290	eukaryotic 48S preinitiation complex	EIF3M_HUMAN
Q7L2H7	EIF3M	GO:0005852	eukaryotic translation initiation factor 3 complex	EIF3M_HUMAN
Q96ID5	IGSF21	GO:0005576	extracellular region	IGS21_HUMAN
Q9NQA5	TRPV5	GO:0016324	apical plasma membrane	TRPV5_HUMAN
Q9NQA5	TRPV5	GO:0005887	integral to plasma membrane	TRPV5_HUMAN
Q765I0	UTS2B	GO:0005576	extracellular region	UTS2B_HUMAN
Q9NS25	SPANXB2	GO:0005737	cytoplasm	SPNXB_HUMAN
Q9NS25	SPANXB2	GO:0005634	nucleus	SPNXB_HUMAN
Q99590	SCAF11	GO:0005634	nucleus	SCAFB_HUMAN
Q96DZ1	ERLEC1	GO:0005788	endoplasmic reticulum lumen	ERLEC_HUMAN
Q5RGS2	SPATA31A2	GO:0016021	integral to membrane	S31A2_HUMAN
Q5TC12	ATPAF1	GO:0005739	mitochondrion	ATPF1_HUMAN
Q5T1J5	CHCHD2P9	GO:0005739	mitochondrion	CHCH9_HUMAN
Q5T653	MRPL2	GO:0005739	mitochondrion	RM02_HUMAN
Q5T653	MRPL2	GO:0005840	ribosome	RM02_HUMAN
Q5VVP1	SPATA31A6	GO:0016021	integral to membrane	S31A6_HUMAN
Q9P2N6	KANSL3	GO:0000123	histone acetyltransferase complex	KANL3_HUMAN
Q6UVJ0	SASS6	GO:0005814	centriole	SAS6_HUMAN
Q6PJP8	DCLRE1A	GO:0005730	nucleolus	DCR1A_HUMAN
Q9H2F5	EPC1	GO:0031965	nuclear membrane	EPC1_HUMAN
Q9H2F5	EPC1	GO:0032777	Piccolo NuA4 histone acetyltransferase complex	EPC1_HUMAN
Q8WU79	SMAP2	GO:0005634	nucleus	SMAP2_HUMAN
Q8WU79	SMAP2	GO:0005737	cytoplasm	SMAP2_HUMAN
O75493	CA11	GO:0016323	basolateral plasma membrane	CAH11_HUMAN
O75493	CA11	GO:0005576	extracellular region	CAH11_HUMAN
Q96PQ1	SIGLEC12	GO:0016021	integral to membrane	SIG12_HUMAN
Q5JTC6	AMER1	GO:0005886	plasma membrane	AMER1_HUMAN
Q5JTC6	AMER1	GO:0005634	nucleus	AMER1_HUMAN
Q5JTC6	AMER1	GO:0005829	cytosol	AMER1_HUMAN
Q5JQS5	OR2B11	GO:0005886	plasma membrane	OR2BB_HUMAN
Q5JQS5	OR2B11	GO:0016021	integral to membrane	OR2BB_HUMAN
Q6UW63	KDELC1	GO:0005788	endoplasmic reticulum lumen	KDEL1_HUMAN
Q5JV73	FRMPD3	GO:0005856	cytoskeleton	FRPD3_HUMAN
Q5T2D2	TREML2	GO:0016021	integral to membrane	TRML2_HUMAN
Q5T2D2	TREML2	GO:0009986	cell surface	TRML2_HUMAN
Q5T2D2	TREML2	GO:0005886	plasma membrane	TRML2_HUMAN
Q8IWV8	UBR2	GO:0000785	chromatin	UBR2_HUMAN
Q8IWV8	UBR2	GO:0000151	ubiquitin ligase complex	UBR2_HUMAN
Q8IWV8	UBR2	GO:0005886	plasma membrane	UBR2_HUMAN
Q8IWV8	UBR2	GO:0005634	nucleus	UBR2_HUMAN
Q96G30	MRAP2	GO:0005789	endoplasmic reticulum membrane	MRAP2_HUMAN
Q96G30	MRAP2	GO:0005783	endoplasmic reticulum	MRAP2_HUMAN
Q96G30	MRAP2	GO:0005886	plasma membrane	MRAP2_HUMAN
Q96G30	MRAP2	GO:0016021	integral to membrane	MRAP2_HUMAN
Q5FWF4	ZRANB3	GO:0043596	nuclear replication fork	ZRAB3_HUMAN
Q9UK00	C3orf18	GO:0016021	integral to membrane	CC018_HUMAN
Q9NZD8	SPG21	GO:0010008	endosome membrane	SPG21_HUMAN
Q9NZD8	SPG21	GO:0005829	cytosol	SPG21_HUMAN
Q9NZD8	SPG21	GO:0030140	trans-Golgi network transport vesicle	SPG21_HUMAN
Q9NZD8	SPG21	GO:0005634	nucleus	SPG21_HUMAN
Q9H295	DCSTAMP	GO:0009986	cell surface	DCSTP_HUMAN
Q9H295	DCSTAMP	GO:0030176	integral to endoplasmic reticulum membrane	DCSTP_HUMAN
Q9H295	DCSTAMP	GO:0010008	endosome membrane	DCSTP_HUMAN
Q9H295	DCSTAMP	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	DCSTP_HUMAN
Q9H295	DCSTAMP	GO:0005887	integral to plasma membrane	DCSTP_HUMAN
Q9ULZ2	STAP1	GO:0043234	protein complex	STAP1_HUMAN
Q9ULZ2	STAP1	GO:0005634	nucleus	STAP1_HUMAN
Q9ULZ2	STAP1	GO:0005739	mitochondrion	STAP1_HUMAN
Q9NZ56	FMN2	GO:0005730	nucleolus	FMN2_HUMAN
Q9NZ56	FMN2	GO:0005856	cytoskeleton	FMN2_HUMAN
Q9NZ56	FMN2	GO:0030659	cytoplasmic vesicle membrane	FMN2_HUMAN
Q9NZ56	FMN2	GO:0048471	perinuclear region of cytoplasm	FMN2_HUMAN
Q9NZ56	FMN2	GO:0005829	cytosol	FMN2_HUMAN
Q9NZ56	FMN2	GO:0005938	cell cortex	FMN2_HUMAN
Q9NZ56	FMN2	GO:0005886	plasma membrane	FMN2_HUMAN
Q9NUI1	DECR2	GO:0005778	peroxisomal membrane	DECR2_HUMAN
P56279	TCL1A	GO:0045120	pronucleus	TCL1A_HUMAN
P56279	TCL1A	GO:0005783	endoplasmic reticulum	TCL1A_HUMAN
P56279	TCL1A	GO:0005938	cell cortex	TCL1A_HUMAN
Q4VNC1	ATP13A4	GO:0016021	integral to membrane	AT134_HUMAN
Q9BXL5	HEMGN	GO:0005654	nucleoplasm	HEMGN_HUMAN
Q7Z7F7	MRPL55	GO:0005762	mitochondrial large ribosomal subunit	RM55_HUMAN
Q96DE5	ANAPC16	GO:0005737	cytoplasm	APC16_HUMAN
Q96DE5	ANAPC16	GO:0005680	anaphase-promoting complex	APC16_HUMAN
Q9BUP3	HTATIP2	GO:0005737	cytoplasm	HTAI2_HUMAN
Q9BUP3	HTATIP2	GO:0005635	nuclear envelope	HTAI2_HUMAN
Q3LI60	KRTAP20-3	GO:0005882	intermediate filament	KR203_HUMAN
Q9Y4B4	RAD54L2	GO:0005634	nucleus	ARIP4_HUMAN
Q9Y5H1	PCDHGA2	GO:0016021	integral to membrane	PCDG2_HUMAN
Q9Y5H1	PCDHGA2	GO:0005886	plasma membrane	PCDG2_HUMAN
Q9NSD9	FARSB	GO:0005829	cytosol	SYFB_HUMAN
O00570	SOX1	GO:0005634	nucleus	SOX1_HUMAN
Q9Y6F6	MRVI1	GO:0016021	integral to membrane	MRVI1_HUMAN
Q9Y6F6	MRVI1	GO:0005789	endoplasmic reticulum membrane	MRVI1_HUMAN
Q9Y6F6	MRVI1	GO:0031095	platelet dense tubular network membrane	MRVI1_HUMAN
Q9Y6F6	MRVI1	GO:0048471	perinuclear region of cytoplasm	MRVI1_HUMAN
Q9Y6F6	MRVI1	GO:0016529	sarcoplasmic reticulum	MRVI1_HUMAN
Q8WY22	BRI3BP	GO:0005741	mitochondrial outer membrane	BRI3B_HUMAN
Q8WY22	BRI3BP	GO:0016021	integral to membrane	BRI3B_HUMAN
Q9H0R6	QRSL1	GO:0005739	mitochondrion	GATA_HUMAN
Q9H0R6	QRSL1	GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	GATA_HUMAN
Q8TE02	ELP5	GO:0005737	cytoplasm	ELP5_HUMAN
Q8TE02	ELP5	GO:0005634	nucleus	ELP5_HUMAN
Q8TE02	ELP5	GO:0033588	Elongator holoenzyme complex	ELP5_HUMAN
Q8NEM1	ZNF680	GO:0005634	nucleus	ZN680_HUMAN
Q8TCQ1	MARCH1	GO:0005765	lysosomal membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0005886	plasma membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0031902	late endosome membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0005789	endoplasmic reticulum membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0032588	trans-Golgi network membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0005794	Golgi apparatus	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0030659	cytoplasmic vesicle membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0031901	early endosome membrane	MARH1_HUMAN
Q8TCQ1	MARCH1	GO:0016021	integral to membrane	MARH1_HUMAN
Q96M63	CCDC114	GO:0005929	cilium	CC114_HUMAN
Q96M63	CCDC114	GO:0036157	outer dynein arm	CC114_HUMAN
Q86WG5	SBF2	GO:0005774	vacuolar membrane	MTMRD_HUMAN
Q86WG5	SBF2	GO:0016020	membrane	MTMRD_HUMAN
Q8TAP9	MPLKIP	GO:0005813	centrosome	MPLKI_HUMAN
Q8TAP9	MPLKIP	GO:0005634	nucleus	MPLKI_HUMAN
Q8TAP9	MPLKIP	GO:0030496	midbody	MPLKI_HUMAN
Q8TAP9	MPLKIP	GO:0005737	cytoplasm	MPLKI_HUMAN
Q96G97	BSCL2	GO:0030176	integral to endoplasmic reticulum membrane	BSCL2_HUMAN
O60518	RANBP6	GO:0005737	cytoplasm	RNBP6_HUMAN
O60518	RANBP6	GO:0005634	nucleus	RNBP6_HUMAN
Q7Z403	TMC6	GO:0016021	integral to membrane	TMC6_HUMAN
Q7Z403	TMC6	GO:0005789	endoplasmic reticulum membrane	TMC6_HUMAN
P08243	ASNS	GO:0005829	cytosol	ASNS_HUMAN
Q9NYF0	DACT1	GO:0045202	synapse	DACT1_HUMAN
Q9NYF0	DACT1	GO:0005634	nucleus	DACT1_HUMAN
Q9NYF0	DACT1	GO:0030877	beta-catenin destruction complex	DACT1_HUMAN
Q9NYF0	DACT1	GO:0030054	cell junction	DACT1_HUMAN
Q92520	FAM3C	GO:0005576	extracellular region	FAM3C_HUMAN
Q92520	FAM3C	GO:0005794	Golgi apparatus	FAM3C_HUMAN
Q92520	FAM3C	GO:0016023	cytoplasmic membrane-bounded vesicle	FAM3C_HUMAN
P01771		GO:0005886	plasma membrane	HV310_HUMAN
P01771		GO:0005576	extracellular region	HV310_HUMAN
P01593		GO:0005886	plasma membrane	KV101_HUMAN
P01593		GO:0005576	extracellular region	KV101_HUMAN
Q8NGJ0	OR5A1	GO:0016021	integral to membrane	OR5A1_HUMAN
Q8NGJ0	OR5A1	GO:0005886	plasma membrane	OR5A1_HUMAN
Q9HDB5	NRXN3	GO:0016021	integral to membrane	NRX3B_HUMAN
Q8N4E7	FTMT	GO:0005739	mitochondrion	FTMT_HUMAN
P61457	PCBD1	GO:0005829	cytosol	PHS_HUMAN
P61457	PCBD1	GO:0005634	nucleus	PHS_HUMAN
P84103	SRSF3	GO:0005654	nucleoplasm	SRSF3_HUMAN
P84103	SRSF3	GO:0016607	nuclear speck	SRSF3_HUMAN
Q9UJY5	GGA1	GO:0030131	clathrin adaptor complex	GGA1_HUMAN
Q9UJY5	GGA1	GO:0010008	endosome membrane	GGA1_HUMAN
Q9UJY5	GGA1	GO:0005794	Golgi apparatus	GGA1_HUMAN
P13637	ATP1A3	GO:0005890	sodium:potassium-exchanging ATPase complex	AT1A3_HUMAN
P13637	ATP1A3	GO:0005634	nucleus	AT1A3_HUMAN
P13637	ATP1A3	GO:0043209	myelin sheath	AT1A3_HUMAN
P13637	ATP1A3	GO:0005783	endoplasmic reticulum	AT1A3_HUMAN
P13637	ATP1A3	GO:0005794	Golgi apparatus	AT1A3_HUMAN
P13637	ATP1A3	GO:0030424	axon	AT1A3_HUMAN
P13637	ATP1A3	GO:0045202	synapse	AT1A3_HUMAN
O95754	SEMA4F	GO:0005887	integral to plasma membrane	SEM4F_HUMAN
O95754	SEMA4F	GO:0045211	postsynaptic membrane	SEM4F_HUMAN
O95754	SEMA4F	GO:0005783	endoplasmic reticulum	SEM4F_HUMAN
Q01081	U2AF1	GO:0015030	Cajal body	U2AF1_HUMAN
Q01081	U2AF1	GO:0071013	catalytic step 2 spliceosome	U2AF1_HUMAN
Q01081	U2AF1	GO:0016607	nuclear speck	U2AF1_HUMAN
Q96RD3	OR52E6	GO:0016021	integral to membrane	O52E6_HUMAN
Q96RD3	OR52E6	GO:0005886	plasma membrane	O52E6_HUMAN
P82912	MRPS11	GO:0005763	mitochondrial small ribosomal subunit	RT11_HUMAN
Q9Y291	MRPS33	GO:0005763	mitochondrial small ribosomal subunit	RT33_HUMAN
P21359	NF1	GO:0005737	cytoplasm	NF1_HUMAN
P21359	NF1	GO:0005634	nucleus	NF1_HUMAN
P21359	NF1	GO:0031235	intrinsic to internal side of plasma membrane	NF1_HUMAN
P21359	NF1	GO:0030424	axon	NF1_HUMAN
P21359	NF1	GO:0030425	dendrite	NF1_HUMAN
Q14151	SAFB2	GO:0005634	nucleus	SAFB2_HUMAN
Q14151	SAFB2	GO:0005737	cytoplasm	SAFB2_HUMAN
P22415	USF1	GO:0005634	nucleus	USF1_HUMAN
P22415	USF1	GO:0005667	transcription factor complex	USF1_HUMAN
Q9BT40	INPP5K	GO:0048471	perinuclear region of cytoplasm	INP5K_HUMAN
Q9BT40	INPP5K	GO:0005802	trans-Golgi network	INP5K_HUMAN
Q9BT40	INPP5K	GO:0005783	endoplasmic reticulum	INP5K_HUMAN
Q9BT40	INPP5K	GO:0005634	nucleus	INP5K_HUMAN
Q9BT40	INPP5K	GO:0043005	neuron projection	INP5K_HUMAN
Q9BT40	INPP5K	GO:0032587	ruffle membrane	INP5K_HUMAN
Q9BT40	INPP5K	GO:0005829	cytosol	INP5K_HUMAN
Q9H0D6	XRN2	GO:0005730	nucleolus	XRN2_HUMAN
Q9H0D6	XRN2	GO:0016235	aggresome	XRN2_HUMAN
Q92974	ARHGEF2	GO:0005819	spindle	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0043025	neuronal cell body	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0043198	dendritic shaft	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0005794	Golgi apparatus	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0005874	microtubule	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0032587	ruffle membrane	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0005923	tight junction	ARHG2_HUMAN
Q92974	ARHGEF2	GO:0005829	cytosol	ARHG2_HUMAN
Q9NZT2	OGFR	GO:0016020	membrane	OGFR_HUMAN
Q9NZT2	OGFR	GO:0005634	nucleus	OGFR_HUMAN
Q9NZT2	OGFR	GO:0005737	cytoplasm	OGFR_HUMAN
P49336	CDK8	GO:0016592	mediator complex	CDK8_HUMAN
Q6W2J9	BCOR	GO:0005634	nucleus	BCOR_HUMAN
P05412	JUN	GO:0005654	nucleoplasm	JUN_HUMAN
P05412	JUN	GO:0005719	nuclear euchromatin	JUN_HUMAN
P05412	JUN	GO:0017053	transcriptional repressor complex	JUN_HUMAN
P05412	JUN	GO:0005829	cytosol	JUN_HUMAN
P05412	JUN	GO:0005667	transcription factor complex	JUN_HUMAN
Q9ULV8	CBLC	GO:0005634	nucleus	CBLC_HUMAN
Q6KC79	NIPBL	GO:0032116	SMC loading complex	NIPBL_HUMAN
Q6KC79	NIPBL	GO:0005654	nucleoplasm	NIPBL_HUMAN
P11586	MTHFD1	GO:0005739	mitochondrion	C1TC_HUMAN
P11586	MTHFD1	GO:0005829	cytosol	C1TC_HUMAN
Q9Y5I3	PCDHA1	GO:0005887	integral to plasma membrane	PCDA1_HUMAN
Q9Y5I3	PCDHA1	GO:0005576	extracellular region	PCDA1_HUMAN
Q6L8G4	KRTAP5-11	GO:0045095	keratin filament	KR511_HUMAN
O15247	CLIC2	GO:0034707	chloride channel complex	CLIC2_HUMAN
O15247	CLIC2	GO:0005634	nucleus	CLIC2_HUMAN
O15247	CLIC2	GO:0005737	cytoplasm	CLIC2_HUMAN
Q01064	PDE1B	GO:0005634	nucleus	PDE1B_HUMAN
Q01064	PDE1B	GO:0043025	neuronal cell body	PDE1B_HUMAN
Q01064	PDE1B	GO:0005829	cytosol	PDE1B_HUMAN
O76074	PDE5A	GO:0005829	cytosol	PDE5A_HUMAN
O75325	LRRN2	GO:0016021	integral to membrane	LRRN2_HUMAN
P20930	FLG	GO:0005882	intermediate filament	FILA_HUMAN
P20930	FLG	GO:0016023	cytoplasmic membrane-bounded vesicle	FILA_HUMAN
Q8NBZ7	UXS1	GO:0005739	mitochondrion	UXS1_HUMAN
Q8NBZ7	UXS1	GO:0016021	integral to membrane	UXS1_HUMAN
Q8NBZ7	UXS1	GO:0032580	Golgi cisterna membrane	UXS1_HUMAN
Q8NCM2	KCNH5	GO:0009986	cell surface	KCNH5_HUMAN
Q8NCM2	KCNH5	GO:0005887	integral to plasma membrane	KCNH5_HUMAN
Q8NCM2	KCNH5	GO:0005622	intracellular	KCNH5_HUMAN
O14713	ITGB1BP1	GO:0048471	perinuclear region of cytoplasm	ITBP1_HUMAN
O14713	ITGB1BP1	GO:0030027	lamellipodium	ITBP1_HUMAN
O14713	ITGB1BP1	GO:0001726	ruffle	ITBP1_HUMAN
O14713	ITGB1BP1	GO:0005829	cytosol	ITBP1_HUMAN
O14713	ITGB1BP1	GO:0005634	nucleus	ITBP1_HUMAN
O14713	ITGB1BP1	GO:0005856	cytoskeleton	ITBP1_HUMAN
O14713	ITGB1BP1	GO:0005886	plasma membrane	ITBP1_HUMAN
Q15040	JOSD1	GO:0005886	plasma membrane	JOS1_HUMAN
Q15040	JOSD1	GO:0005737	cytoplasm	JOS1_HUMAN
P56545	CTBP2	GO:0030054	cell junction	CTBP2_HUMAN
P56545	CTBP2	GO:0045202	synapse	CTBP2_HUMAN
P56545	CTBP2	GO:0017053	transcriptional repressor complex	CTBP2_HUMAN
Q8N1F7	NUP93	GO:0031965	nuclear membrane	NUP93_HUMAN
Q8N1F7	NUP93	GO:0005643	nuclear pore	NUP93_HUMAN
Q8N1F7	NUP93	GO:0034399	nuclear periphery	NUP93_HUMAN
O60930	RNASEH1	GO:0005634	nucleus	RNH1_HUMAN
O60930	RNASEH1	GO:0005739	mitochondrion	RNH1_HUMAN
P49790	NUP153	GO:0031965	nuclear membrane	NU153_HUMAN
P49790	NUP153	GO:0005737	cytoplasm	NU153_HUMAN
P49790	NUP153	GO:0044615	nuclear pore nuclear basket	NU153_HUMAN
P49790	NUP153	GO:0042405	nuclear inclusion body	NU153_HUMAN
P49790	NUP153	GO:0034399	nuclear periphery	NU153_HUMAN
P49790	NUP153	GO:0005654	nucleoplasm	NU153_HUMAN
P49790	NUP153	GO:0005730	nucleolus	NU153_HUMAN
O43511	SLC26A4	GO:0016324	apical plasma membrane	S26A4_HUMAN
O43511	SLC26A4	GO:0031526	brush border membrane	S26A4_HUMAN
O43511	SLC26A4	GO:0016021	integral to membrane	S26A4_HUMAN
Q99487	PAFAH2	GO:0005737	cytoplasm	PAFA2_HUMAN
Q9BT81	SOX7	GO:0005634	nucleus	SOX7_HUMAN
Q9BT81	SOX7	GO:0005737	cytoplasm	SOX7_HUMAN
Q92729	PTPRU	GO:0005887	integral to plasma membrane	PTPRU_HUMAN
Q92729	PTPRU	GO:0005911	cell-cell junction	PTPRU_HUMAN
O43502	RAD51C	GO:0005739	mitochondrion	RA51C_HUMAN
O43502	RAD51C	GO:0005654	nucleoplasm	RA51C_HUMAN
O43502	RAD51C	GO:0048471	perinuclear region of cytoplasm	RA51C_HUMAN
Q9Y5X3	SNX5	GO:0001891	phagocytic cup	SNX5_HUMAN
Q9Y5X3	SNX5	GO:0031234	extrinsic to internal side of plasma membrane	SNX5_HUMAN
Q9Y5X3	SNX5	GO:0070685	macropinocytic cup	SNX5_HUMAN
Q9Y5X3	SNX5	GO:0031901	early endosome membrane	SNX5_HUMAN
Q9Y5X3	SNX5	GO:0001726	ruffle	SNX5_HUMAN
Q9Y5X3	SNX5	GO:0030659	cytoplasmic vesicle membrane	SNX5_HUMAN
Q9Y5X3	SNX5	GO:0031313	extrinsic to endosome membrane	SNX5_HUMAN
Q13829	TNFAIP1	GO:0005768	endosome	BACD2_HUMAN
Q13829	TNFAIP1	GO:0031463	Cul3-RING ubiquitin ligase complex	BACD2_HUMAN
Q13829	TNFAIP1	GO:0005634	nucleus	BACD2_HUMAN
Q8TBP6	SLC25A40	GO:0005743	mitochondrial inner membrane	S2540_HUMAN
Q8TBP6	SLC25A40	GO:0016021	integral to membrane	S2540_HUMAN
Q8IWB1	ITPRIP	GO:0005886	plasma membrane	IPRI_HUMAN
Q96FC7	PHYHIPL	GO:0005737	cytoplasm	PHIPL_HUMAN
Q96FC7	PHYHIPL	GO:0005739	mitochondrion	PHIPL_HUMAN
Q9BRQ8	AIFM2	GO:0005829	cytosol	AIFM2_HUMAN
Q9BRQ8	AIFM2	GO:0016021	integral to membrane	AIFM2_HUMAN
Q9BRQ8	AIFM2	GO:0005811	lipid particle	AIFM2_HUMAN
Q9BRQ8	AIFM2	GO:0005741	mitochondrial outer membrane	AIFM2_HUMAN
Q9H8M7	FAM188A	GO:0031965	nuclear membrane	F188A_HUMAN
Q2M2I8	AAK1	GO:0031252	cell leading edge	AAK1_HUMAN
Q2M2I8	AAK1	GO:0043195	terminal bouton	AAK1_HUMAN
Q2M2I8	AAK1	GO:0005905	coated pit	AAK1_HUMAN
Q2M2I8	AAK1	GO:0030136	clathrin-coated vesicle	AAK1_HUMAN
Q2M2I8	AAK1	GO:0019897	extrinsic to plasma membrane	AAK1_HUMAN
